User_ID,Age,Gender,Digital_Persona,UI_Preference,Theme_Choice,Daily_Screen_Time_Hours,Layout_Preference,Device_Type,Accessibility_Features_Used,Usage_Pattern,Click_Rate,Bounce_Rate,Avg_Session_Duration_Min,Weekly_App_Interactions,UI_Satisfaction_Score,Beta_Feature_OptIn,Color_Blind_Mode,Region,Preferred_Font_Size,Voice_Assistant_Use,Push_Notifications,InApp_Feedback_Given,Preferred_Interaction,Custom_Shortcuts_Used,Two_Factor_Enabled,Language,Multi_Device_Use,Cloud_Sync,Personalization_Level
UX1475,27,Other,Eco-conscious,Gesture Nav,Bold,5.1,Tabular,Desktop,Haptic Feedback,Morning Heavy,0.84,0.8,19.53,62,6,False,False,AS,Small,Never,Important Only,Yes,Swipe,True,True,English,False,True,None
UX1476,43,Male,Trendy,Notifications Off,Earth Tones,5.5,Grid,Android,Magnification,Night Owl,0.88,0.14,17.6,41,7,True,False,AF,Extra Large,Occasional,Important Only,Yes,Swipe,True,False,Arabic,True,False,High
UX1477,51,Male,Aesthetic,Silent Mode,Neon,8.2,Grid,Tablet,Magnification,Weekend Use,0.47,0.68,5.32,53,7,True,False,EU,Large,Never,None,No,Voice,True,False,Arabic,True,False,Low
UX1478,58,Male,Tech-savvy,Notifications Off,Neon,5.3,Custom,Android,Magnification,Weekend Use,0.73,0.8,1.15,71,8,True,False,AF,Large,Never,Important Only,No,Voice,False,False,Mandarin,True,False,Moderate
UX1479,24,Female,Aesthetic,High Contrast,Bold,9.3,Card-based,Android,Haptic Feedback,Morning Heavy,0.34,0.18,10.35,23,8,False,False,AS,Small,Never,All,Yes,Voice,True,True,Arabic,False,True,High
UX1480,21,Other,Trendy,Dark Mode,Earth Tones,6.0,Grid,Tablet,None,Always On,1.0,0.45,11.1,5,8,True,True,AS,Extra Large,Occasional,All,Yes,Voice,True,True,Mandarin,False,True,None
UX1481,28,Other,Eco-conscious,Silent Mode,Neon,2.7,Custom,Tablet,Color Correction,Night Owl,0.26,0.87,4.82,33,8,False,True,AS,Extra Large,Never,None,Yes,Voice,False,True,English,False,False,High
UX1482,46,Male,Tech-savvy,Adaptive UI,Bold,9.8,Custom,Tablet,Haptic Feedback,Night Owl,0.11,0.77,6.41,91,8,False,True,AF,Small,Daily,None,Yes,Gestures,False,True,Hindi,True,True,High
UX1483,53,Male,Maximalist,Gesture Nav,Monochrome,4.9,Custom,Tablet,None,Weekend Use,0.23,0.49,15.54,37,6,True,True,EU,Extra Large,Occasional,All,No,Swipe,False,True,English,False,False,High
UX1484,42,Female,Traditional,Dark Mode,Muted,6.3,Tabular,Desktop,VoiceOver,Night Owl,0.8,0.71,9.94,56,9,True,True,AU,Medium,Occasional,All,No,Tap,True,False,Mandarin,True,True,Moderate
UX1485,38,Female,Minimalist,Silent Mode,Pastel,8.9,Custom,Tablet,VoiceOver,Weekend Use,0.5,0.77,7.03,45,3,True,True,AU,Large,Never,None,Yes,Gestures,True,True,Hindi,True,True,None
UX1486,53,Female,Tech-savvy,Gesture Nav,Earth Tones,5.3,Tabular,Tablet,Magnification,Morning Heavy,0.5,0.38,12.83,27,6,False,False,NA,Large,Never,All,No,Tap,True,True,French,True,True,None
UX1487,27,Other,Trendy,High Contrast,Muted,2.6,Custom,Tablet,Subtitles,Night Owl,0.96,0.81,13.4,9,5,False,False,NA,Small,Never,All,Yes,Voice,True,False,Hindi,False,False,Low
UX1488,54,Other,Traditional,Adaptive UI,Muted,5.7,Custom,iOS,Magnification,Morning Heavy,0.93,0.48,15.62,75,8,True,True,AS,Extra Large,Occasional,None,No,Swipe,False,True,Arabic,False,True,Low
UX1489,26,Other,Maximalist,Adaptive UI,Muted,11.4,Card-based,Desktop,Subtitles,Night Owl,0.38,0.52,3.98,61,4,False,False,EU,Small,Daily,Important Only,No,Voice,True,True,English,False,True,High
UX1490,41,Male,Trendy,Dark Mode,Earth Tones,8.4,Grid,Desktop,None,Always On,0.29,0.9,15.09,10,4,True,True,EU,Medium,Daily,All,Yes,Gestures,True,True,Arabic,True,False,Low
UX1491,52,Other,Traditional,High Contrast,Monochrome,8.7,Card-based,Android,VoiceOver,Morning Heavy,0.86,0.77,12.39,53,5,True,False,SA,Extra Large,Occasional,Important Only,Yes,Tap,False,True,Hindi,False,True,None
UX1492,52,Non-Binary,Trendy,Gesture Nav,Bold,8.3,Tabular,Android,Haptic Feedback,Night Owl,0.92,0.39,2.09,26,6,True,True,SA,Medium,Daily,Important Only,Yes,Swipe,False,False,French,False,False,High
UX1493,53,Non-Binary,Eco-conscious,Gesture Nav,Pastel,4.0,Tabular,Android,Subtitles,Always On,0.59,0.11,15.77,81,4,True,True,AF,Small,Never,All,Yes,Gestures,False,True,Arabic,False,True,Low
UX1494,35,Female,Tech-savvy,Dark Mode,Pastel,6.2,Card-based,Tablet,None,Always On,0.67,0.6,8.28,80,2,True,False,SA,Large,Occasional,Important Only,No,Gestures,True,False,French,True,False,Moderate
UX1495,56,Other,Trendy,Silent Mode,Bold,9.5,Card-based,Android,VoiceOver,Morning Heavy,0.33,0.66,7.28,8,2,True,True,AU,Medium,Daily,None,No,Swipe,True,True,Spanish,True,False,Low
UX1496,49,Non-Binary,Trendy,Gesture Nav,Pastel,3.0,List,Android,Haptic Feedback,Night Owl,0.82,0.62,9.51,76,3,False,False,AU,Extra Large,Occasional,All,Yes,Swipe,False,False,French,True,True,Moderate
UX1497,41,Female,Aesthetic,Notifications Off,Earth Tones,4.8,Grid,Android,Subtitles,Weekend Use,0.67,0.87,7.58,68,2,False,False,AF,Small,Daily,All,No,Gestures,True,False,English,True,False,Low
UX1498,40,Other,Traditional,High Contrast,Monochrome,4.8,Custom,iOS,Magnification,Evening Only,0.55,0.79,7.43,41,1,False,True,NA,Small,Occasional,Important Only,No,Tap,True,True,Hindi,False,False,None
UX1499,49,Male,Tech-savvy,Silent Mode,Neon,6.3,Tabular,Android,Magnification,Always On,0.15,0.46,16.35,35,8,True,True,AS,Small,Daily,All,Yes,Tap,False,False,Mandarin,False,True,Low
UX1500,54,Non-Binary,Traditional,Silent Mode,Bold,11.8,Card-based,Android,Magnification,Evening Only,0.92,0.15,3.37,41,5,True,True,EU,Large,Occasional,All,Yes,Gestures,False,False,Mandarin,True,True,Moderate
UX1501,29,Male,Aesthetic,Silent Mode,Earth Tones,2.7,List,Desktop,None,Evening Only,0.65,0.48,19.44,49,1,True,False,NA,Small,Occasional,Important Only,Yes,Gestures,False,False,Arabic,False,True,Moderate
UX1502,30,Other,Minimalist,Gesture Nav,Pastel,7.2,Tabular,iOS,Magnification,Morning Heavy,0.27,0.65,11.54,94,9,False,False,AU,Small,Occasional,Important Only,No,Voice,True,True,Hindi,True,True,Low
UX1503,40,Non-Binary,Traditional,Dark Mode,Muted,3.8,List,Desktop,Color Correction,Always On,0.65,0.59,4.48,12,8,True,True,NA,Large,Occasional,All,Yes,Voice,True,False,Spanish,False,False,High
UX1504,42,Other,Maximalist,Dark Mode,Earth Tones,11.7,Grid,iOS,VoiceOver,Morning Heavy,0.71,0.53,3.49,44,4,False,True,AF,Small,Occasional,All,Yes,Tap,True,False,Arabic,False,False,Moderate
UX1505,52,Male,Maximalist,Dark Mode,Earth Tones,3.1,Grid,Android,None,Morning Heavy,0.57,0.48,12.24,97,8,True,True,AS,Small,Never,None,No,Voice,False,False,French,False,True,None
UX1506,58,Non-Binary,Trendy,Silent Mode,Neon,6.0,Custom,Desktop,Haptic Feedback,Weekend Use,0.75,0.34,13.03,9,7,False,True,AU,Medium,Occasional,None,No,Tap,True,True,Mandarin,True,True,Low
UX1507,47,Male,Trendy,High Contrast,Earth Tones,9.4,Grid,Android,Magnification,Morning Heavy,0.62,0.32,2.01,32,7,True,True,AF,Small,Occasional,All,No,Swipe,True,True,French,False,True,Moderate
UX1508,34,Other,Aesthetic,Adaptive UI,Monochrome,9.0,List,Android,VoiceOver,Always On,0.95,0.5,5.62,85,1,True,True,NA,Large,Occasional,All,No,Voice,False,False,Mandarin,False,True,Low
UX1509,37,Other,Tech-savvy,Adaptive UI,Earth Tones,6.2,Tabular,Tablet,Subtitles,Night Owl,0.15,0.23,16.11,91,6,False,True,EU,Medium,Daily,None,Yes,Tap,True,False,Mandarin,False,False,Low
UX1510,42,Male,Aesthetic,Dark Mode,Monochrome,5.5,Tabular,Android,Magnification,Evening Only,0.2,0.37,1.94,13,4,False,False,SA,Small,Occasional,Important Only,No,Tap,True,True,Mandarin,False,False,High
UX1511,39,Non-Binary,Aesthetic,Gesture Nav,Monochrome,6.0,Tabular,iOS,VoiceOver,Weekend Use,0.26,0.36,17.25,6,2,False,False,AF,Large,Never,All,Yes,Gestures,False,False,Hindi,True,False,Low
UX1512,30,Male,Eco-conscious,Gesture Nav,Earth Tones,4.6,Card-based,iOS,Color Correction,Evening Only,0.72,0.57,13.51,67,7,True,True,AU,Extra Large,Occasional,None,Yes,Tap,False,True,English,True,False,Low
UX1513,36,Other,Traditional,Gesture Nav,Pastel,4.1,List,iOS,Subtitles,Always On,0.68,0.15,9.25,55,9,False,True,NA,Small,Daily,None,No,Voice,False,False,Hindi,True,False,Low
UX1514,53,Male,Maximalist,Adaptive UI,Muted,6.8,Card-based,Tablet,Color Correction,Night Owl,0.9,0.76,7.58,35,5,False,False,SA,Extra Large,Daily,All,Yes,Gestures,False,False,French,False,True,None
UX1515,29,Other,Aesthetic,Dark Mode,Pastel,4.7,List,iOS,Haptic Feedback,Weekend Use,0.76,0.55,1.37,11,8,True,True,SA,Medium,Occasional,All,Yes,Gestures,False,True,Hindi,False,True,Low
UX1516,58,Male,Eco-conscious,Silent Mode,Monochrome,4.9,Tabular,Desktop,VoiceOver,Evening Only,0.56,0.64,16.68,34,5,True,False,NA,Large,Occasional,None,No,Voice,True,True,Arabic,False,False,None
UX1517,36,Non-Binary,Tech-savvy,High Contrast,Bold,8.6,Grid,iOS,Color Correction,Night Owl,0.99,0.66,3.71,62,7,False,False,AS,Medium,Occasional,All,No,Swipe,False,False,Spanish,True,False,Low
UX1518,29,Non-Binary,Maximalist,Notifications Off,Muted,11.7,Card-based,Android,Haptic Feedback,Night Owl,0.34,0.33,6.88,7,7,True,True,NA,Extra Large,Occasional,Important Only,No,Voice,False,True,Arabic,True,True,High
UX1519,26,Male,Trendy,Adaptive UI,Bold,8.0,Tabular,Desktop,VoiceOver,Morning Heavy,0.85,0.48,11.81,55,9,False,False,AU,Extra Large,Daily,All,Yes,Voice,False,False,Hindi,False,False,High
UX1520,24,Male,Tech-savvy,Adaptive UI,Muted,2.8,List,iOS,VoiceOver,Morning Heavy,0.48,0.86,5.67,60,3,False,False,EU,Extra Large,Occasional,None,Yes,Gestures,True,False,French,True,False,Moderate
UX1521,45,Non-Binary,Traditional,High Contrast,Bold,2.8,List,iOS,Color Correction,Weekend Use,0.68,0.71,10.45,77,1,False,True,AU,Large,Daily,None,No,Voice,True,True,Spanish,True,False,Low
UX1522,31,Other,Tech-savvy,Dark Mode,Earth Tones,11.5,List,Tablet,VoiceOver,Morning Heavy,0.75,0.88,16.38,14,2,True,True,SA,Extra Large,Daily,All,No,Swipe,False,False,Arabic,False,False,High
UX1523,48,Non-Binary,Trendy,Gesture Nav,Earth Tones,5.0,List,iOS,Magnification,Evening Only,0.67,0.7,9.94,65,6,False,False,EU,Extra Large,Never,None,No,Swipe,True,False,Spanish,True,True,High
UX1524,36,Other,Trendy,Silent Mode,Earth Tones,2.9,Custom,Android,VoiceOver,Evening Only,0.23,0.24,19.03,54,9,False,True,AF,Large,Daily,Important Only,No,Swipe,True,True,French,False,False,Low
UX1525,33,Male,Aesthetic,Gesture Nav,Bold,8.0,Custom,Android,None,Always On,0.5,0.15,17.1,51,3,True,False,SA,Extra Large,Occasional,All,No,Gestures,True,False,Mandarin,True,False,Moderate
UX1526,22,Male,Aesthetic,Silent Mode,Monochrome,8.2,Grid,Desktop,Haptic Feedback,Morning Heavy,0.61,0.56,7.33,94,2,False,False,AS,Small,Occasional,All,No,Voice,False,False,French,True,False,None
UX1527,52,Other,Minimalist,Gesture Nav,Monochrome,8.5,Card-based,Desktop,VoiceOver,Always On,0.86,0.39,8.6,5,1,False,False,NA,Extra Large,Occasional,None,No,Tap,True,False,English,True,False,High
UX1528,29,Male,Trendy,High Contrast,Earth Tones,4.7,Grid,iOS,None,Morning Heavy,0.5,0.32,9.04,98,2,False,False,AF,Large,Occasional,Important Only,Yes,Voice,True,False,Spanish,True,False,High
UX1529,42,Other,Minimalist,Notifications Off,Bold,2.2,Tabular,Desktop,VoiceOver,Night Owl,0.93,0.75,12.9,61,3,True,False,AU,Extra Large,Never,All,No,Swipe,False,True,French,False,True,None
UX1530,38,Female,Trendy,Silent Mode,Earth Tones,11.7,Card-based,Desktop,VoiceOver,Night Owl,0.5,0.39,6.45,42,7,False,False,EU,Large,Never,None,No,Voice,False,False,Mandarin,False,True,High
UX1531,53,Non-Binary,Aesthetic,Notifications Off,Neon,4.5,Custom,iOS,Color Correction,Weekend Use,0.59,0.35,19.42,66,2,True,True,AF,Extra Large,Never,All,No,Gestures,True,False,Mandarin,True,True,None
UX1532,40,Female,Minimalist,Silent Mode,Bold,8.8,Custom,Tablet,Magnification,Evening Only,0.82,0.78,12.57,83,5,True,True,AS,Small,Never,Important Only,No,Voice,False,False,French,False,False,None
UX1533,33,Other,Tech-savvy,Silent Mode,Earth Tones,9.1,Tabular,Desktop,Haptic Feedback,Morning Heavy,0.62,0.78,8.59,93,2,False,True,NA,Large,Daily,None,Yes,Gestures,False,False,Arabic,True,False,Moderate
UX1534,56,Non-Binary,Aesthetic,Adaptive UI,Muted,8.1,List,Tablet,Magnification,Evening Only,0.96,0.39,13.26,74,7,False,True,AF,Large,Never,All,No,Tap,False,True,French,False,True,None
UX1535,59,Other,Tech-savvy,Silent Mode,Muted,5.1,Tabular,Tablet,Subtitles,Evening Only,0.69,0.77,8.51,86,8,True,False,AU,Large,Daily,None,Yes,Tap,False,True,Mandarin,True,True,None
UX1536,56,Non-Binary,Trendy,Silent Mode,Bold,4.7,Card-based,Desktop,Color Correction,Night Owl,0.57,0.78,16.54,69,8,False,False,EU,Large,Occasional,None,Yes,Gestures,True,True,French,False,False,None
UX1537,31,Non-Binary,Eco-conscious,Gesture Nav,Monochrome,8.0,Custom,Desktop,Color Correction,Night Owl,0.12,0.44,11.79,66,8,False,False,AF,Extra Large,Daily,Important Only,Yes,Voice,False,False,English,True,False,None
UX1538,48,Non-Binary,Trendy,High Contrast,Monochrome,10.7,Card-based,Tablet,Magnification,Evening Only,0.47,0.15,1.8,60,9,True,False,NA,Extra Large,Daily,Important Only,No,Swipe,False,False,Arabic,True,True,High
UX1539,22,Non-Binary,Maximalist,Dark Mode,Neon,11.5,List,Tablet,Color Correction,Evening Only,0.37,0.1,4.36,71,1,False,False,AU,Small,Never,All,No,Gestures,True,True,French,False,False,None
UX1540,52,Other,Eco-conscious,Silent Mode,Pastel,3.1,Card-based,Tablet,Magnification,Always On,0.77,0.52,17.43,21,1,False,True,AF,Small,Occasional,None,Yes,Voice,False,True,Mandarin,True,False,High
UX1541,40,Non-Binary,Tech-savvy,Gesture Nav,Monochrome,3.5,Grid,Tablet,Color Correction,Weekend Use,0.29,0.38,11.7,12,2,True,True,EU,Extra Large,Occasional,None,Yes,Voice,True,False,French,True,True,Low
UX1542,46,Non-Binary,Tech-savvy,Notifications Off,Neon,11.4,Grid,iOS,VoiceOver,Morning Heavy,0.28,0.9,19.06,64,6,False,True,NA,Medium,Never,None,No,Voice,False,True,French,True,False,Low
UX1543,28,Female,Aesthetic,Silent Mode,Bold,9.4,Custom,Tablet,Magnification,Morning Heavy,0.27,0.72,2.38,44,1,True,False,AS,Large,Daily,All,Yes,Swipe,True,False,Spanish,True,False,None
UX1544,35,Male,Aesthetic,Gesture Nav,Neon,10.8,List,Android,Magnification,Morning Heavy,0.21,0.71,6.61,85,5,True,False,AS,Extra Large,Never,Important Only,Yes,Swipe,False,False,French,False,False,Moderate
UX1545,29,Male,Aesthetic,Gesture Nav,Earth Tones,4.0,List,Tablet,None,Morning Heavy,0.38,0.86,4.68,93,5,False,True,SA,Small,Daily,Important Only,No,Swipe,False,False,English,False,True,Moderate
UX1546,26,Female,Minimalist,Gesture Nav,Monochrome,7.9,Custom,Desktop,Color Correction,Night Owl,0.9,0.81,11.52,66,4,True,False,AF,Large,Never,None,No,Gestures,True,False,Mandarin,True,False,High
UX1547,27,Female,Minimalist,Gesture Nav,Muted,9.0,Tabular,iOS,Color Correction,Night Owl,0.8,0.35,8.27,45,5,False,False,EU,Small,Never,All,Yes,Gestures,True,False,Hindi,True,False,High
UX1548,34,Other,Traditional,Gesture Nav,Monochrome,8.8,Grid,iOS,Magnification,Always On,0.76,0.23,3.99,16,1,False,True,AF,Medium,Occasional,None,Yes,Swipe,True,False,Spanish,False,True,Low
UX1549,55,Other,Minimalist,Gesture Nav,Earth Tones,6.1,Custom,iOS,VoiceOver,Night Owl,0.82,0.7,13.21,97,6,True,False,NA,Large,Occasional,Important Only,No,Gestures,True,False,Hindi,False,False,High
UX1550,24,Other,Eco-conscious,Notifications Off,Neon,2.2,List,iOS,VoiceOver,Night Owl,0.34,0.4,11.19,93,7,True,True,SA,Medium,Occasional,None,No,Swipe,True,False,French,True,False,Moderate
UX1551,30,Female,Tech-savvy,Notifications Off,Muted,7.8,Grid,Tablet,Haptic Feedback,Always On,0.9,0.48,6.22,58,8,True,True,EU,Medium,Never,None,No,Gestures,False,True,Arabic,True,False,Low
UX1552,57,Female,Trendy,Silent Mode,Earth Tones,4.5,Grid,Android,VoiceOver,Night Owl,0.22,0.6,10.12,93,2,True,True,AF,Medium,Occasional,None,Yes,Voice,True,True,English,False,True,None
UX1553,59,Non-Binary,Maximalist,Adaptive UI,Earth Tones,6.5,Custom,iOS,Color Correction,Morning Heavy,0.4,0.83,15.17,97,7,True,True,EU,Extra Large,Occasional,Important Only,No,Swipe,False,True,English,True,True,High
UX1554,26,Other,Maximalist,Adaptive UI,Pastel,11.6,Card-based,Tablet,None,Weekend Use,0.63,0.44,4.9,15,6,True,False,NA,Small,Never,All,Yes,Gestures,True,True,English,False,False,None
UX1555,44,Other,Eco-conscious,Notifications Off,Bold,6.0,Card-based,Tablet,Magnification,Night Owl,0.19,0.73,6.57,64,9,False,False,SA,Large,Occasional,None,Yes,Voice,True,False,Spanish,False,True,High
UX1556,19,Other,Traditional,High Contrast,Monochrome,10.4,Custom,Desktop,Subtitles,Morning Heavy,0.76,0.31,7.58,72,8,False,False,EU,Extra Large,Daily,Important Only,No,Voice,False,True,French,False,True,Moderate
UX1557,22,Male,Tech-savvy,Adaptive UI,Pastel,3.9,List,Desktop,None,Weekend Use,0.45,0.66,15.19,82,4,True,True,NA,Small,Occasional,None,No,Gestures,False,True,English,True,True,High
UX1558,46,Non-Binary,Tech-savvy,High Contrast,Muted,8.7,Tabular,Desktop,Subtitles,Weekend Use,0.81,0.1,17.09,50,9,False,False,AS,Extra Large,Daily,All,No,Voice,False,False,French,False,True,Moderate
UX1559,54,Other,Trendy,Notifications Off,Monochrome,11.8,Card-based,Android,None,Always On,0.54,0.8,8.15,42,1,True,True,EU,Small,Occasional,None,No,Tap,False,True,Arabic,False,True,Moderate
UX1560,55,Other,Maximalist,High Contrast,Neon,3.0,Grid,iOS,VoiceOver,Weekend Use,0.26,0.12,6.64,65,6,True,False,SA,Large,Never,All,Yes,Swipe,True,True,French,True,True,None
UX1561,36,Other,Minimalist,Notifications Off,Pastel,2.1,Tabular,Desktop,Color Correction,Weekend Use,0.76,0.67,17.9,21,8,False,False,AU,Large,Never,Important Only,Yes,Swipe,False,True,Hindi,False,True,High
UX1562,25,Male,Eco-conscious,Adaptive UI,Earth Tones,6.3,Grid,iOS,Subtitles,Morning Heavy,0.33,0.14,19.99,70,4,False,True,AU,Large,Occasional,All,Yes,Voice,True,True,French,False,True,None
UX1563,18,Male,Eco-conscious,High Contrast,Monochrome,2.9,Custom,Tablet,None,Always On,0.54,0.31,13.74,76,2,True,False,EU,Large,Daily,All,Yes,Gestures,True,False,French,False,True,Moderate
UX1564,39,Female,Tech-savvy,Notifications Off,Earth Tones,9.5,Grid,iOS,Color Correction,Weekend Use,0.17,0.5,19.81,40,2,True,True,EU,Small,Occasional,Important Only,No,Tap,True,True,Mandarin,False,False,Moderate
UX1565,34,Non-Binary,Trendy,Adaptive UI,Monochrome,11.1,Custom,Android,Subtitles,Morning Heavy,0.66,0.44,13.54,78,1,True,True,NA,Extra Large,Never,All,Yes,Gestures,False,True,Hindi,False,True,Moderate
UX1566,24,Female,Minimalist,Notifications Off,Neon,6.3,Grid,Desktop,Magnification,Night Owl,0.7,0.25,14.94,11,5,False,False,AF,Large,Occasional,All,No,Swipe,False,True,Spanish,False,True,Moderate
UX1567,42,Non-Binary,Aesthetic,Adaptive UI,Pastel,4.6,Card-based,Android,None,Weekend Use,0.44,0.37,8.38,20,6,True,False,AU,Large,Never,Important Only,No,Voice,False,True,French,True,False,Low
UX1568,21,Male,Trendy,Adaptive UI,Bold,6.3,Tabular,iOS,Magnification,Night Owl,0.96,0.68,9.23,18,4,True,False,AF,Large,Daily,All,Yes,Tap,False,False,English,True,False,Moderate
UX1569,53,Other,Maximalist,Notifications Off,Pastel,9.2,List,Tablet,VoiceOver,Always On,0.89,0.64,3.74,84,4,False,False,AU,Medium,Daily,All,Yes,Voice,False,False,Mandarin,True,False,High
UX1570,23,Female,Eco-conscious,Notifications Off,Pastel,2.1,List,Tablet,Magnification,Evening Only,0.74,0.16,16.63,29,5,False,True,EU,Large,Never,None,Yes,Tap,False,True,French,False,False,Moderate
UX1571,48,Other,Maximalist,Notifications Off,Muted,7.9,Card-based,Desktop,Magnification,Morning Heavy,0.74,0.7,18.69,8,5,False,True,SA,Large,Daily,All,Yes,Voice,True,False,Mandarin,False,True,Low
UX1572,36,Female,Traditional,Notifications Off,Pastel,8.1,Custom,iOS,Haptic Feedback,Night Owl,0.33,0.14,12.85,33,9,True,False,SA,Small,Never,All,Yes,Gestures,False,False,Spanish,False,True,High
UX1573,56,Male,Trendy,Dark Mode,Bold,8.4,Card-based,iOS,None,Always On,0.69,0.53,7.53,60,8,True,False,AU,Medium,Never,All,No,Swipe,True,False,Mandarin,True,True,Low
UX1574,44,Male,Traditional,Notifications Off,Monochrome,4.4,Grid,Desktop,VoiceOver,Always On,0.28,0.31,3.93,10,9,False,False,AU,Small,Never,Important Only,No,Voice,True,False,English,True,False,Low
UX1575,27,Male,Aesthetic,Adaptive UI,Bold,9.1,Tabular,iOS,Magnification,Weekend Use,0.23,0.57,6.04,5,3,True,True,NA,Extra Large,Occasional,All,Yes,Voice,False,True,French,False,True,High
UX1576,43,Female,Eco-conscious,Gesture Nav,Bold,2.9,Custom,Tablet,Color Correction,Night Owl,1.0,0.31,5.85,43,3,True,False,EU,Medium,Daily,Important Only,Yes,Tap,False,False,English,True,True,Low
UX1577,36,Non-Binary,Maximalist,Notifications Off,Neon,4.0,List,Android,Subtitles,Always On,0.66,0.89,12.66,5,1,False,True,EU,Small,Occasional,Important Only,Yes,Gestures,False,True,Arabic,True,False,Moderate
UX1578,56,Female,Trendy,High Contrast,Pastel,10.8,List,Tablet,Magnification,Evening Only,0.49,0.35,18.96,67,6,False,False,AF,Small,Occasional,All,Yes,Gestures,False,True,Mandarin,False,False,None
UX1579,20,Non-Binary,Maximalist,Silent Mode,Bold,9.4,Custom,Tablet,VoiceOver,Morning Heavy,0.36,0.29,1.92,61,4,True,False,NA,Extra Large,Daily,All,Yes,Tap,True,True,Mandarin,True,False,None
UX1580,30,Female,Tech-savvy,Adaptive UI,Earth Tones,2.1,Grid,Desktop,Magnification,Night Owl,0.64,0.32,1.02,71,8,False,True,AS,Extra Large,Occasional,All,Yes,Gestures,False,True,Mandarin,True,False,None
UX1581,45,Female,Maximalist,Dark Mode,Earth Tones,4.5,Tabular,Android,Subtitles,Always On,0.14,0.82,12.4,69,2,False,True,SA,Large,Never,All,No,Swipe,False,True,Hindi,True,False,High
UX1582,37,Male,Maximalist,Dark Mode,Bold,4.1,List,Android,VoiceOver,Morning Heavy,0.19,0.61,6.4,69,2,True,False,SA,Large,Occasional,All,No,Voice,True,True,Spanish,True,True,High
UX1583,45,Other,Trendy,High Contrast,Bold,4.7,List,Desktop,None,Always On,0.13,0.68,17.73,25,7,True,True,EU,Medium,Never,All,Yes,Tap,True,True,Hindi,False,False,High
UX1584,25,Other,Minimalist,Dark Mode,Monochrome,4.5,Grid,iOS,VoiceOver,Night Owl,0.55,0.83,7.22,34,5,True,True,NA,Medium,Daily,All,Yes,Gestures,False,True,English,False,False,None
UX1585,58,Non-Binary,Tech-savvy,Dark Mode,Neon,2.6,Tabular,Android,None,Always On,0.64,0.83,6.51,37,1,True,False,AS,Extra Large,Occasional,Important Only,No,Swipe,True,True,Arabic,True,True,None
UX1586,56,Other,Maximalist,Notifications Off,Muted,6.6,List,Android,VoiceOver,Weekend Use,0.16,0.69,6.12,52,7,True,True,SA,Medium,Daily,None,Yes,Swipe,False,True,Spanish,True,True,High
UX1587,18,Female,Eco-conscious,Adaptive UI,Pastel,9.3,List,iOS,Subtitles,Weekend Use,0.75,0.26,3.75,26,7,True,True,NA,Large,Never,Important Only,Yes,Gestures,False,False,Spanish,True,True,None
UX1588,20,Female,Maximalist,Gesture Nav,Muted,8.1,Card-based,Tablet,Subtitles,Night Owl,0.31,0.77,12.05,98,6,False,False,AS,Extra Large,Occasional,All,Yes,Gestures,True,False,French,True,False,Low
UX1589,30,Male,Trendy,Silent Mode,Pastel,8.7,Custom,iOS,VoiceOver,Evening Only,0.72,0.26,4.2,58,4,False,False,AU,Small,Never,None,No,Tap,True,False,Arabic,False,False,Low
UX1590,45,Male,Tech-savvy,Notifications Off,Earth Tones,2.8,List,Android,Magnification,Morning Heavy,0.98,0.69,9.07,8,8,False,True,EU,Extra Large,Never,None,Yes,Gestures,False,True,Mandarin,False,True,None
UX1591,42,Other,Aesthetic,Silent Mode,Pastel,11.5,List,Android,Subtitles,Always On,0.72,0.65,9.76,91,2,True,False,AF,Medium,Never,All,No,Tap,False,True,Hindi,True,True,High
UX1592,50,Non-Binary,Traditional,Gesture Nav,Earth Tones,10.4,Custom,Tablet,None,Morning Heavy,0.89,0.71,1.39,59,2,True,True,SA,Large,Daily,All,Yes,Voice,False,True,Mandarin,True,False,Moderate
UX1593,55,Other,Traditional,Gesture Nav,Pastel,10.1,Grid,Desktop,None,Always On,0.95,0.53,1.32,48,2,True,True,SA,Large,Daily,Important Only,Yes,Swipe,True,True,French,True,True,Moderate
UX1594,23,Other,Trendy,Adaptive UI,Muted,10.2,Custom,Tablet,Color Correction,Evening Only,0.54,0.61,10.88,93,3,True,True,AS,Small,Daily,None,No,Tap,True,True,Hindi,True,True,None
UX1595,49,Other,Traditional,Notifications Off,Pastel,11.3,Card-based,Desktop,Haptic Feedback,Night Owl,0.73,0.86,14.22,16,6,True,False,AF,Small,Occasional,None,Yes,Swipe,False,False,Mandarin,False,True,Moderate
UX1596,38,Other,Traditional,High Contrast,Monochrome,7.4,List,Android,Haptic Feedback,Evening Only,0.87,0.18,18.9,85,1,False,True,AU,Extra Large,Never,All,No,Voice,False,False,English,True,True,High
UX1597,33,Female,Tech-savvy,Silent Mode,Monochrome,4.0,Grid,iOS,Haptic Feedback,Night Owl,0.42,0.35,4.4,83,2,True,True,NA,Large,Daily,All,No,Gestures,True,True,Mandarin,True,False,Low
UX1598,38,Non-Binary,Eco-conscious,Gesture Nav,Pastel,8.2,List,Desktop,None,Evening Only,0.34,0.59,2.96,78,2,False,True,EU,Small,Never,None,Yes,Tap,False,True,Hindi,False,False,Low
